id,focus,signal,slack,drag,confidence,score,lane
l001,diagnostic quality,35,33,6,25,191,watch
l002,review cost,35,34,6,55,253,ship
l003,safe rewrite,35,35,6,85,315,ship
l004,change width,35,36,18,25,137,watch
l005,diagnostic quality,35,37,18,55,199,watch
l006,review cost,35,38,18,85,261,ship
l007,safe rewrite,35,39,34,25,63,hold
l008,change width,35,40,34,55,125,watch
l009,diagnostic quality,35,41,34,85,187,watch
l010,review cost,60,42,6,25,284,ship
l011,safe rewrite,60,43,6,55,346,ship
l012,change width,60,44,6,85,408,ship
l013,diagnostic quality,60,45,18,25,230,ship
l014,review cost,60,46,18,55,292,ship
l015,safe rewrite,60,47,18,85,354,ship
l016,change width,60,48,34,25,156,watch
l017,diagnostic quality,60,32,34,55,184,watch
l018,review cost,60,33,34,85,246,ship
l019,safe rewrite,85,34,6,25,343,ship
l020,change width,85,35,6,55,405,ship
l021,diagnostic quality,85,36,6,85,467,ship
l022,review cost,85,37,18,25,289,ship
l023,safe rewrite,85,38,18,55,351,ship
l024,change width,85,39,18,85,413,ship
l025,diagnostic quality,85,40,34,25,215,ship
l026,review cost,85,41,34,55,277,ship
l027,safe rewrite,85,42,34,85,339,ship
